CATEGORY,TYPE,NAME,REVISION,DESCRIPTION,NOTES,DESIGNATOR [str],VALUE [str],SYMBOL [str],FOOTPRINT [str],PACKAGE [str],HEIGHT [mm],VZENER [V],minVBR@IT [V],IT [A],VZTOL [%],VZDRIFT [mV/K],VFMAX [V],IFMAX [A],RTHJA [K/W],RTHJC [K/W],TJMIN [°C],TJMAX [°C],PMAX [W],SOLDER_TECHNOLOGY [str],IEC61709 [int],OTHERPROPERTIES [str],CREATED [str],VERIFIED [str],KICAD_VISIBILITY [str],MANUFACTURER,MPN,DATASHEET_LINK,DATASHEET_REVISION,SUBSTANCES,SUPPLIER1_NAME,SUPPLIER1_SKU,SUPPLIER1_STATUS,RELATEDPARTS
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _18V_60 A_generic,0,generic TVS 18 V DO-214AC  1 A 60 A,,D,SMAJ18A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,18 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _18V_60 A_LittelfuseInc_SMAJ18A,0,TVS 18 V DO-214AC  1 A 60 A,,D,SMAJ18A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,18 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ18A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ18ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _18V_60 A_BournsInc_SMAJ18A,0,TVS 18 V DO-214AC  1 A 60 A,,D,SMAJ18A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,18 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ18A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ18ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 18 V DO-214AC  1 A 60 A,,D,SMAJ18A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,18 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _20V_60 A_generic,0,generic TVS 20 V DO-214AC  1 A 60 A,,D,SMAJ20A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,20 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _20V_60 A_LittelfuseInc_SMAJ20A,0,TVS 20 V DO-214AC  1 A 60 A,,D,SMAJ20A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,20 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ20A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ20ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _20V_60 A_BournsInc_SMAJ20A,0,TVS 20 V DO-214AC  1 A 60 A,,D,SMAJ20A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,20 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ20A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ20ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 20 V DO-214AC  1 A 60 A,,D,SMAJ20A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,20 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _22V_60 A_generic,0,generic TVS 22 V DO-214AC  1 A 60 A,,D,SMAJ22A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,22 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _22V_60 A_LittelfuseInc_SMAJ22A,0,TVS 22 V DO-214AC  1 A 60 A,,D,SMAJ22A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,22 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ22A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,1294-SMAJ22A-CHP,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _22V_60 A_BournsInc_SMAJ22A,0,TVS 22 V DO-214AC  1 A 60 A,,D,SMAJ22A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,22 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ22A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ22ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 22 V DO-214AC  1 A 60 A,,D,SMAJ22A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,22 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _24V_60 A_generic,0,generic TVS 24 V DO-214AC  1 A 60 A,,D,SMAJ24A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,24 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _24V_60 A_LittelfuseInc_SMAJ24A,0,TVS 24 V DO-214AC  1 A 60 A,,D,SMAJ24A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,24 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ24A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ24ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _24V_60 A_BournsInc_SMAJ24A,0,TVS 24 V DO-214AC  1 A 60 A,,D,SMAJ24A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,24 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ24A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ24ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 24 V DO-214AC  1 A 60 A,,D,SMAJ24A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,24 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _26V_60 A_generic,0,generic TVS 26 V DO-214AC  1 A 60 A,,D,SMAJ26A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,26 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _26V_60 A_LittelfuseInc_SMAJ26A,0,TVS 26 V DO-214AC  1 A 60 A,,D,SMAJ26A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,26 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ26A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ26ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _26V_60 A_BournsInc_SMAJ26A,0,TVS 26 V DO-214AC  1 A 60 A,,D,SMAJ26A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,26 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ26A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ26ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 26 V DO-214AC  1 A 60 A,,D,SMAJ26A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,26 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _28V_60 A_generic,0,generic TVS 28 V DO-214AC  1 A 60 A,,D,SMAJ28A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,28 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _28V_60 A_LittelfuseInc_SMAJ28A,0,TVS 28 V DO-214AC  1 A 60 A,,D,SMAJ28A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,28 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ28A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ28ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _28V_60 A_BournsInc_SMAJ28A,0,TVS 28 V DO-214AC  1 A 60 A,,D,SMAJ28A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,28 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ28A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ28ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 28 V DO-214AC  1 A 60 A,,D,SMAJ28A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,28 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _30V_60 A_generic,0,generic TVS 30 V DO-214AC  1 A 60 A,,D,SMAJ30A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,30 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _30V_60 A_LittelfuseInc_SMAJ30A,0,TVS 30 V DO-214AC  1 A 60 A,,D,SMAJ30A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,30 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ30A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ30ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _30V_60 A_BournsInc_SMAJ30A,0,TVS 30 V DO-214AC  1 A 60 A,,D,SMAJ30A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,30 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ30A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ30ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 30 V DO-214AC  1 A 60 A,,D,SMAJ30A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,30 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _33V_60 A_generic,0,generic TVS 33 V DO-214AC  1 A 60 A,,D,SMAJ33A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,33 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _33V_60 A_LittelfuseInc_SMAJ33A,0,TVS 33 V DO-214AC  1 A 60 A,,D,SMAJ33A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,33 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ33A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ33ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _33V_60 A_BournsInc_SMAJ33A,0,TVS 33 V DO-214AC  1 A 60 A,,D,SMAJ33A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,33 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ33A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ33ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 33 V DO-214AC  1 A 60 A,,D,SMAJ33A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,33 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _36V_60 A_generic,0,generic TVS 36 V DO-214AC  1 A 60 A,,D,SMAJ36A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,36 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _36V_60 A_LittelfuseInc_SMAJ36A,0,TVS 36 V DO-214AC  1 A 60 A,,D,SMAJ36A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,36 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ36A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ36ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _36V_60 A_BournsInc_SMAJ36A,0,TVS 36 V DO-214AC  1 A 60 A,,D,SMAJ36A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,36 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ36A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ36ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 36 V DO-214AC  1 A 60 A,,D,SMAJ36A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,36 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _40V_60 A_generic,0,generic TVS 40 V DO-214AC  1 A 60 A,,D,SMAJ40A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,40 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _40V_60 A_LittelfuseInc_SMAJ40A,0,TVS 40 V DO-214AC  1 A 60 A,,D,SMAJ40A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,40 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ40A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ40ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _40V_60 A_BournsInc_SMAJ40A,0,TVS 40 V DO-214AC  1 A 60 A,,D,SMAJ40A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,40 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ40A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ40ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 40 V DO-214AC  1 A 60 A,,D,SMAJ40A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,40 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _43V_60 A_generic,0,generic TVS 43 V DO-214AC  1 A 60 A,,D,SMAJ43A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,43 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _43V_60 A_LittelfuseInc_SMAJ43A,0,TVS 43 V DO-214AC  1 A 60 A,,D,SMAJ43A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,43 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ43A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ43ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _43V_60 A_BournsInc_SMAJ43A,0,TVS 43 V DO-214AC  1 A 60 A,,D,SMAJ43A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,43 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ43A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ43ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 43 V DO-214AC  1 A 60 A,,D,SMAJ43A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,43 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _45V_60 A_generic,0,generic TVS 45 V DO-214AC  1 A 60 A,,D,SMAJ45A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,45 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _45V_60 A_LittelfuseInc_SMAJ45A,0,TVS 45 V DO-214AC  1 A 60 A,,D,SMAJ45A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,45 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ45A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ45ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _45V_60 A_BournsInc_SMAJ45A,0,TVS 45 V DO-214AC  1 A 60 A,,D,SMAJ45A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,45 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ45A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ45ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 45 V DO-214AC  1 A 60 A,,D,SMAJ45A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,45 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _48V_60 A_generic,0,generic TVS 48 V DO-214AC  1 A 60 A,,D,SMAJ48A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,48 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _48V_60 A_LittelfuseInc_SMAJ48A,0,TVS 48 V DO-214AC  1 A 60 A,,D,SMAJ48A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,48 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ48A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ48ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _48V_60 A_BournsInc_SMAJ48A,0,TVS 48 V DO-214AC  1 A 60 A,,D,SMAJ48A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,48 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ48A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ48ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 48 V DO-214AC  1 A 60 A,,D,SMAJ48A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,48 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _51V_60 A_generic,0,generic TVS 51 V DO-214AC  1 A 60 A,,D,SMAJ51A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,51 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _51V_60 A_LittelfuseInc_SMAJ51A,0,TVS 51 V DO-214AC  1 A 60 A,,D,SMAJ51A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,51 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Littelfuse Inc.,SMAJ51A,https://www.littelfuse.com/assetdocs/tvs-diodes-smaj-datasheet?assetguid=13c2a823-03b8-4d1f-9ddc-9b44670aed9d,2022-07-22,,DIGIKEY,SMAJ51ALFCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,D_TVS_DO-214AC _51V_60 A_BournsInc_SMAJ51A,0,TVS 51 V DO-214AC  1 A 60 A,,D,SMAJ51A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,51 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,Bourns Inc.,SMAJ51A,https://www.bourns.com/docs/Product-Datasheets/SMAJ.pdf,2020-09-01,RoHS3 2015/863,DIGIKEY,SMAJ51ABCT-ND,,
Active Component / Diode / Zener ( P > 1W ),specific,,0,TVS 51 V DO-214AC  1 A 60 A,,D,SMAJ51A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,51 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
Active Component / Diode / Zener ( P > 1W ),generic,D_TVS_DO-214AC _54V_60 A_generic,0,generic TVS 54 V DO-214AC  1 A 60 A,,D,SMAJ54A,Device:D_TVS,Diode_SMD:D_SMA,DO-214AC ,2.29 mm,54 V,,1 A,,,3.5 V,60 A,120 K/W,30 K/W,- 65 °C,150 °C,400 W,SMT,,,,,,,,,,,,,,
